Publisher,Title,Content Summary,Year published,Author / editor,Geocoordinates,Region,Global South / North,Link
Temporary Press,Making Zines from/with Design Manifestos,"A compilation of notes and outcomes of an assignment by Sean Kelvin Khoo. The assignment involves working with existing design manifestos as contents for creating personal responses in the format of zine-like publications. This is the first of a series from Temporary Press documenting assignments in design education to create a discourse around the contents, approaches, contexts, and also outcomes of teaching design.",2019,Sean Kelvin Khoo,"1.3521, 103.8198",Southeast Asia,Global North,https://www.temporarypress.com/product/making-zines-from-with-design-manifestos/
Temporary Press,Symbols of Singapore,"A loose selection of graphic symbols and logos in Singapore from 1956 to 2003, collected and compiled by Justin Zhuang through the Singapore Graphic Archives project. The book also includes an afterword in the form of a written conversation between the author and Temporary Press, a reflection on the intentions and perspectives of the archives and the its contents.",2018,Justin Zhuang,"1.3521, 103.8198",Southeast Asia,Global North,https://www.temporarypress.com/product/symbols-of-singapore/
Terminal Ediciones,Hace Días que Duermo con el Pasaporte al Borde de la Cama,multi-shaded backgrounds for the ink shapes. The paintings are,2025,Jeilin Espinel,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#hace-dias-que-duermo-con-el-pasaporte-al-borde-de-la-cama
Terminal Ediciones,Botica,reproduced in the publication exploring different colour schemes and,2024,Yuliana Ortiz Ruano,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#botica
Terminal Ediciones,Estado Fósil,at the same time respecting the technique of the originals.,2023,"AnaMaría Garzón Mantilla
Sofía Acosta Varea
Francisco Hurtado","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#estado-fosil
Terminal Ediciones,Life is tough…but so are you,"Life is tough…but so are you, Itzel Alejandra's first book, it’s an emotional and intimate journey inside El Paso - Texas. A publication that unravels fragmented memories and the history of the desert through the author’s lens.The work of seven years traveling to El Paso to document her family, friends, surroundings and its inhabitants, Itzel peels layers of her own life interspersed with the realities of the borderlands. As Colombian journalist Christina Noriega writes in the essay included in the book, Itzel conjures up this vision of El Paso – one of Mexican-American pride and resilience – through dozens of snapshots of the landscapes, iconography, and the people that remind her of the place she calls home.",2024,Itzel Alejandra,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#life-is-tough-but-so-are-you
Terminal Ediciones,The Lost Places of Salsa Music in NYC,"The Lost Places of Salsa Music in NYC is a bilingual publication that includes short stories about some of the most iconic places for the Latinx community that defined New York City’s salsa scene in the 1970s. Also, it contains oral narratives, interviews, archive material, and a map pointing to some of the places the author found during his original research. The book, soon available on a revised second edition, is part of an ambitious project called Where We Were Safe, a multimedia experience on New York City`s salsa history by NYC-based journalist Marcos Echeverría Ortiz.",2022,Marcos Echeverría Ortiz,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#the-lost-places-of-salsa-music-in-nyc
Terminal Ediciones,DE AQUÍ DE ALLÁ #1: MALA FAMA,"Terminal Ediciones and NYC-based record label APOCALIPSIS teamed up to create DE AQUÍ/DE ALLÁ, a limited edition book series and visual archive documenting sound artists from the de aquí/de allá diaspora. The first edition (printed in green fluorescent ink!) dives into the immersive home studio of Kichwa artist Mala Fama, and his production process that welcomed in collaborations with Indigenous artists across Northern Ecuador. Jishushka, the resulting album, spans electronic experimentation and reworkings of regional traditions such as Kichwa funeral music, cumbia, and marimba. The book includes an insightful discussion between Mala Fama, Apocalipsis founder Sara Skolnick and Kichwa social activist, Shaya Vinueza.",2022,"Mala Fama, Sara Skolnick, Shaya Vinueza, Jaime Nuñez del Arco","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#de-aqui-de-alla-1-mala-fama
Terminal Ediciones,DistANSIAS #9: Kevin Quiles Bonilla,"This book, originally in a downloadable version for our DistANSIAS series, it´s a project in which Kevin Quiles Bonilla (b. 1992) speaks from a disaster perspective. Not only referencing the destructive power of Hurricane María, but the domination and abandonment politics of his home country Puerto Rico, here represented through the blue tarp: pieces of plastic distributed to the island residents as a precarious, and supposedly temporal, solution for their homelessness. In the midst of the events as surprising as the one we are experiencing, Kevin’s work acquires an unusual force: anchored to his body and queer identity, references to the diasporic experience, migratory movements, and colonialist and power practices connect to weave a solid and fragile speech, as contradictory and unique as the times that run today.",2022,Kevin Quiles Bonilla,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#distansias-9-kevin-quiles-bonilla
Terminal Ediciones,Etiquette for Fast Food Dining,"Etiquette for Fast Food Dining its a collection of essential tips to enjoy your daily numbered greasy meal with style and panache. This book by Jaime Nuñez del Arco reflects humorously on the realities of fast food global takeover and the relationships between eating, culture and entertainment. Only 50 copies of this one, printed on beautiful Neenah KFC red paper.",2022,Jaime Nuñez del Arco,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#etiquette-for-fast-food-dining
Terminal Ediciones,Lunes Perrito Vol. 1,"This funny, melancholic and emotional fold-out zine is a selection of drawings from the Lunes Perrito project, a series of personal stories by the Ecuadorian-born artist Gabriela Valarezo that she uploads weekly to an Instagram account (@lunesperrito). Gabriela started it after a complex period of depression, when she started consuming Prozac, which influenced her way of seeing and facing the world. An intimate book, beautifully printed by Recodo Press (Quito, Ecuador) that presents humor as an act of heroism to face our daily lives.",2022,Gabriela Valarezo,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#lunes-perrito-vol-1
Terminal Ediciones,Conspiracy Theories on Reggaeton (2nd Edition),"The expanded second edition of this permanently sold-out golden book builds on the same humorous collection of not-that-impossible news, headlines and drawings, feeding from two american obsessions: reggaeton music and conspiracies. Name checking reigning kings of the genre like J Balvin, Bad Bunny and Tego Calderón -and now including characters like Dominican dembowsera Tokischa and reggaeton queens Natti Natasha and Karol G- its a one of a kind project furiously dancing over politics, art, race, cultural appropriation and contemporary fears and anxieties.
Includes an emotional essay by Dominican music journalist Isabelia Herrera.",2022,"Jaime Nuñez del Arco
Isabelia Herrera","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#conspiracy-theories-on-reggaeton-2nd-edition
Terminal Ediciones,Manual for Exhibition Making in the Tropics,"I discovered Pablo León de la Barra's Manual for Exhibition Making in the Tropics several years ago, but it was always playing hide-and-seek, jumping on me from time to time. It is an essential manifesto for artists, curators and everybody who understand the tropics not only as geography but as a state of mind. A guide to surviving art from the global south.",2022,Pablo León de la Barra,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#manual-para-realizar-exposiciones-en-el-tropico
Terminal Ediciones,El Grito Que Los Hombres Llaman Silencio,"This collaboration with Berlin-based artist Fette Sans and the Arts of The Working Class newspaper was originally intended for our DistANSIAS e-book series. In the process, we decided to make a printed version that allows, in a tactile way, to discover this text born under the influence of the 2020 pandemic paranoia. Visceral writing/photography, as contemplative as it is hasty, navigating between fleeting relationships, gritty eroticism and everyday observations from behind the window. Fette Sans writes from a feminism stripped bare of ornamentations, frontal and radical, and makes this zine a necessary manifesto to survive a present that is undressing and diluting, time and time again, in front of us.",2022,Fette Sans,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#el-grito-que-los-hombres-llaman-silencio
Terminal Ediciones,Fake New$,"Fake News was born as part of a two-week residency in Espacio Media Agua (Quito, Ecuador). During that period, Jaime went through the entire process, from drawings / content to printing and final production. There are only 25 copies of this 1st. edition, printed on various papers and with a handmade cover logo (inspired by the original logo of the project designed by Adrián Balseca) The drawings, notes and comments, so recognizable in the work of Nuñez del Arco, are here at the service of disinformation, conspiracy theories and alternative versions of popular culture. Close encounters of the fourth type with politicians, musicians and sinister characters (hello Bill Gates!) full of humor and acidity. A book that is a vaccine to cope with the ridiculous times that we are living.",2020,Jaime Nuñez del Arco,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#fake-new
Terminal Ediciones,Vacation Camp,"An ultra-limited edition launched at Rrréplica Art Book Fair in Mexico City, February 2020. Colonia Vacacional (Vacation Camp) is the first in a series of publications obsessed with understanding collective integration dynamics, those common weekend meetings organized by companies or social / religious institutions. These activities -trending in Ecuador and Latin America- in it´s eagerness to shape community valuable human beings, end up being events with a disparate mix of religion, family games, food, social media activities and nostalgia-induced encounters amid high doses of sensuality and reggaeton.",2020,"Jaime Nuñez del Arco, Eduardo Vélez","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#colonia-vacacional
Terminal Ediciones,When I hit a Wall,"When I hit a Wall is unpretentious wisdom. A collection of some of those things I try when I feel stuck. In art, as well as in life. The author When I hit a Wall is a zine, and an ongoing project by artist Juan Miguel Marin. Juan Miguel Marin (b. 1980), is an Ecuadorian multidisciplinary artist based in Brooklyn, NY. His work is an exploration in the relationship between memory, sound, and emotion.",2019,Juan Miguel Marín,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#when-i-hit-a-wall
Terminal Ediciones,Apocalipsis #1: Riobamba,"Part travel journal, part manifesto, this humble but emotional zine is the first printed edition coming from the Apocalipsis records camp. Riobamba, label boss, cultural activist and globetrotting Dj, approaches the book as a printed mashup: candid pictures of her visits to Ecuador, NYC parties, personal playlists and old school reggaeton lyrics. The back is the real show-stopper, though. An essential text, written by the artist, empowering people all over with an intimate message addressing migration, diaspora, memories and self-pride.",2019,"Sara Skolnick, Jaime Nuñez del Arco, Gabriela","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#apocalipsis-1-riobamba
Terminal Ediciones,Conspiracy Theories on Reggaeton,"A sold-out surprise book at the 2019 NYC Printed Matter Art Book Fair, this humorous collection of not-that-impossible news, headlines and drawings, feeds from two american obsessions: reggaeton music and conspiracies. Name checking reigning kings of the genre like J Balvin, Bad Bunny and Tego Calderón, it´s a one of a kind project furiously dancing over politics, art, race, cultural appropriation and contemporary fears and anxieties. This is Jaime´s third book for Terminal. Most of his work —on paper stock, used notebooks, disposed cardboard and found wood—manage to find poetry in-between absurd manifestos, sloganeering, sugary love letters, faux marketing jargon and bilingual wordplay. His prose and drawings, meditations on relationships, sex, technology, religion and art, are at the same time ironic, sweet and sentimental. His first book, Art to make pancakes to (Terminal001), is part of the collections of the New York Public Library and the MACBA Museum in Barcelona.",2019,Jaime Nuñez del Arco,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#conspiracy-theories-on-reggaeton
Terminal Ediciones,Sinvergüenza,"Inbetween the steep neighborhoods of downtown Quito (Ecuador), there´s a small house where many feel can be themselves. Amid booze, music, sweat, and dim light, night floats through what appears to be not only a party, but an insurgent political discourse exploring and questioning our self-called freedom. The portraits in this book are a register of Sinvergüenza, political space celebrating diversity and freedom through affections and the construction of a safe space for Quiteño nights. The Sinvergüenza series are the result of an ask & tell exercise, a playful activity happening with help from partygoers where answers are performative. They question the real and symbolic frontiers inhabiting the body.",2019,"Sofía Acosta, Martina Avilés","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#sinverguenza
Terminal Ediciones,Mirador,"The editorial project Mirador: Visions on Extractivism (Ecuador 2007 - 2017) is a publication by Sofía Martina and Adrián Balseca, with text by Alejandra Santillana Ortiz. This consists of an investigation into the different visual memories of peasant and indigenous leaders who have been criminalized since the entry of the six mega-mining projects in Ecuador. The territories where the mining projects are located correspond to four provinces of Ecuador: Llurimagua in the province of Imbabura; Loma Larga and Río Blanco in Azuay; Fruta del Norte and Mirador in Zamora Chinchipe; and finally Panantza San Carlos in Morona Santiago.The research is presented in the form of a printed publication, an album that compiles various visual approaches to these archives and documents, as a different way of expanding on the issue. Through court records, testimonies, personal records, and community photographs, this publication introduces us to a sociopolitical landscape. Sensitively acknowledging the specificities of the criminalization of community leaders, the publication chronicles cases that have been relevant in the struggle against megamining over the past twenty years. This publication will be distributed free of charge in the various communities to sustain a dialogue between the resistance processes within each community. We believe that publishing projects are a powerful tool for communication and memory management, allowing for the creation of channels of self-recognition in communities in conflict, regarding their own problems and contexts. Furthermore, they are a means of discussing cases that have gone unpunished and stories forgotten by civil society.",2019,"Sofía Acosta, Adrián Balseca","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#mirador
Terminal Ediciones,Mamilas Gustativas ,"Mamilas Gustativas (spanish wordplay on ´taste buds´) it´s a cookbook of female memoirs; a tribute and a collection of essential recipes from the author´s childhood. This emotional fold-out fanzine, now in it´s second edition, brings back memories of being raised by strong women teaching Mrs. Valarezo, through food, who she was and who´ll she become. It´s also a homage to her insatiable appetite, although restrained because of shameful stereotypes dictating how a woman should look, act and eat. Mamilas Gustativas exists to help us remember those dishes that make us sigh and fly straight to places and people we love. Gabriela Valarezo, born in Quito, Ecuador, is a graphic and food designer, one of the first women in the country to address the connections between food, memory and identity.",2019,Gabriela Valarezo,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#mamilas-gustativas
Terminal Ediciones,Old as fuck,"In September 2019, enjoying the NYC fall, i got an Instagram message. A Parsons student, about to graduate, bought at Printed Matter this book. She showed it at her classmates and teacher. They enjoyed it, laughed at it, and took some pictures for other people to enjoy. Hopefully, she got an A+. We met the next morning at a boring Starbucks in Chelsea, gift her with a bunch of copies to give away and became friends. Now we like each other´s posts on IG. That´s the power of this little silly pink book. Jaime Nuñez del Arco",2019,Jaime Nuñez del Arco,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#old-as-fuck
Terminal Ediciones,Escrito en piedra,"NO VOTE. VOTE. SOUTH. NORTH. EVERYTHING YES. EVERYTHING NO. The road is full of paradoxes and there isn´t a single route. A single truth. Ideologies, instructions, characters, old political campaigns, dogmas, promises and defeats. Images stay behind us. It doesn´t matter which way we go: in the end, the future isn´t written.",2019,"Adrián Balseca, Francisco Baquerizo","-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#escrito-en-piedra
Terminal Ediciones,Luna Blanca Tinta Negra,"In this book, I dive into the creation of economical signs and powerful symbols through graphism. The main character is the moon and the choreographer, myself. As background, the fields and skies over La Factoría, space for creation located at the Ecuadorian coast. A moon dance in black and white + the same image in negative, accentuated with geometries in primary colors. The whole play is composed by this collection of six dances and it´s own negatives.
María Mercedes Salgado",2019,María Mercedes Salgado,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#luna-blanca-tinta-negra
Terminal Ediciones,Trans-,"Trans- is a collection of photographs taken on Vélez Aráuz’s smartphone of what he observed while crossing a bridge. He collected an archive of almost 200 photographs from 2016 to 2018 as well as sound recordings made while walking along the Unidad Nacional bridge, an important road link connecting the city of Guayaquil with the rest of Ecuador. This project was made after Vélez Aráuz went through a divorce, moved out of the city, and changed his routine. Trans- begins with the biographical as a transitory subject in order to examine how we inhabit the world. Eduardo Vélez Aráuz is an artist from Guayaquil, Ecuador.",2018,Eduardo Vélez,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#trans
Terminal Ediciones,Art to Make Pancakes to,"Pancakes, band names, manifestos, reggaeton, branding, sex, Ladybird, Jim Morrison, Netflix, Juergen Teller, Harry Potter and a fucked-up Samsung printer. The inaugural edition of Terminal Ediciones is a series of works from Jaime Nuñez del Arco (Guayaquil, 1976). He plays with drawings and words at the same time, presenting a universe of bilingual prose and poems at the same time ironic, sweet, absurd and humorous.",2018,Jaime Nuñez del Arco,"-0.2233, -78.5141",Latin America,Global South,https://terminalediciones.com/#art-to-make-pancakes-to
Thick Press,It’s Too Late. Do It Anyway! A Book about Being a Cultural Worker in the Apocalypse + a Hologram Starter Kit,"Hey culture worker! Are you feeling alone and afraid while the world burns? It’s Too Late. Do It Anyway! is two books in one, created for cultural workers who want to get off the racial capitalist high-speed-train-to-nowhere and start structuring revolution through collective care.This zine offers two routes into a fractal support network designed to shed absurd, useless forms of artworld prestige in favour of collectively producing a world organized to support caregivers.  It’s Too Late tells the true story of an exhibition about care that exposed the difference between making symbolic gestures and actually doing something. It serves as a manual for The Hologram, a prism-shaped collective care protocol conceptualized by artist Cassie Thornton, inspired by the Social Solidarity Clinic of Thessaloniki in Greece, and now practised by people all over the world. In this zine multiple voices weave The Hologram into the present, the past, and the future all at once, ultimately putting the story and the tools it describes into each reader’s life-wizened hands. This is not really a book;  it’s a pathway out of the tough spot we are all in right now. Anyone can make use of it, even you.",2025,"Cassie Thornton, Magdalena Jadwiga Härtelova",,North America,Global North,https://thickpress.com/product/its-too-late-do-it-anyway-a-book-about-being-a-cultural-worker-in-the-apocalypse-a-hologram-starter-kit/
Thick Press,"may we dream and design felt futures: where our creative being and practice can feel the sensations of care, intimacy, and liberation"," In this collection—part guide, part experimental memoir—Denise Shanté offers glimpses into what she refers to as felt futures by inviting you to experience a creative social practice that embodies sensorial ways of being, knowing, relating, and making. Each book journeys through four pathways of narrative that connect us with the presence of felt futures, speaking from the spirit of creative lineages, abundant creativity, rituals, and devotions. They take different forms, from communal storytelling and letter writing to mimicry and fragmentary writing. Within these forms, you’re invited into the futures she’s feeling—futures where we can deepen our creative politic and our care praxis, trust sensorial knowledge amid systems dependent upon our disembodiment, and tend to the expansive, (dis)abled bodies from which we create. The books weave visuals, frameworks, inquiries, prompts, and quotes and leave moments to fully feel the futures we desire so that our dreams for care, intimacy, and liberation can come through.",2025,Denise Shanté ,,North America,Global North,https://thickpress.com/product/may-we-dream-and-design-felt-futures-where-our-creative-being-and-practice-can-feel-the-sensations-of-care-intimacy-and-liberation/
Thick Press,Change the World! A Research Book for Children & Adults,"Would you like to start changing the world from your living room? What if your neighborhood made its own money? What would happen, if all animals, including humans, had equal rights in the park next door? Have you considered that you are flying through space right now? Sibylle Peters, director of Theatre of Research, a Hamburg-based theater dedicated to creating social experiments together with audiences of all ages, invites readers to reimagine the world—and act on it. Based on 20 years of performance-based research, and guided by children’s wishes and concerns, this book of at-home experiments shows you how to change reality through play.",2025,Sibylle Peters,,North America,Global North,https://thickpress.com/product/change-the-world-a-research-book-for-children-adults/
Thick Press,An Encyclopedia of Radical Helping,"From abundance to zinemaking, An Encyclopedia of Radical Helping* invites the reader to wander through a collection of interconnected entries on helping and healing by over 200 contributors from the worlds of social work and family therapy; art and design; body work; organizing; and more. Privileging co-construction over diagnosis, wisdom over evidence, collective healing over individual cure–yet always blurring categories and embracing contradictions–this world-making collection reveals a pluriverse of helping practices grounded in love and freedom.",2024,"Erin Segal, Chris Hoff, Julie Cho",,North America,Global North,https://thickpress.com/product/an-encyclopedia-of-radical-helping/
Thick Press,A conversation about social work and never stepping in the same river twice,"Erin Segal, Thick Press publisher, first met Julie Altman, a professor of social work, in 2015 at a gathering of the Global Partnership for Transformative Social Work in Vermont. The GPTSW, which formed in the early 1980s as the Study Group for Philosophical Issues in Social Work, consists of social work academics who are committed to exploring the applicability of post-modern and social constructionist dialogues to social work practice. At a virtual GPTSW How Do I Know What I Think Until I See What I Say session in 2022, Julie described her time-limited return to direct service (after 22 years in academia) during her sabbatical year. She had conducted autoethnographic journaling throughout her experience and was trying to figure out ways to disseminate what she had learned/was learning. Erin and Julie thought it would befun/helpful to create a conversation about all this as part of Thick Press’ printout series. The transcript below is based on three conversations conducted over zoom between December 2021 and December 2022. The resulting dialogue centers on the dialectical ways social work, and one social worker in particular, have changed over time. It is infused with conviction for the potentiality of relational, strengths-based approaches to practice and teaching, as well as an emphasis on changemaking.",2023,"Erin Segal, Julie Altman",,North America,Global North,https://thickpress.com/product/a-conversation-about-social-work-and-never-stepping-in-the-same-river-twice/
Thick Press,Holding Vigil,"Too often, when a man is scheduled to be murdered by the state, all that’s talked about is the before (the crime) and the after (the trial and/or execution). Nothing is said about how we, as a nation, can be more proactive about saving said person’s life. Nothing is said about who said person is at the time of their execution. And, there’s nothing that accounts for the lived experiences of the men and women on Death Row who witness those they consider friends being walked to their deaths. While I was initially just using writing as an outlet to process my thoughts and feelings, Holding Vigil provides such an account.",2022,Rickey Cummings,,North America,Global North,https://thickpress.com/product/holding-vigil/
Thick Press,Social Change Now: A Guide for Reflection and Connection,"To engage in social change at this moment in time requires consistent attention, deep reflection, and committed collective action. We are living in a period of overlapping social, economic, and environmental crises, accompanied by failures in public systems and institutions. It’s not surprising, then, that when we attempt to engage in social change efforts, many of us feel like we are on a seesaw, swinging from outrage to overwhelm. For those who are just beginning their social change journeys to those who are weary and disillusioned, how can we effectively anchor our commitments to equity, solidarity, and justice? This is the entry point for Social Change Now: A Guide for Reflection and Connection, Deepa Iyer’s heartfelt offering to individuals and groups seeking to initiate or deepen their actions in service to social change values. Relying on two decades of work supporting social movements, Iyer introduces a new approach called the social change ecosystem framework, which includes a map of ten roles, from visionary to storyteller to disrupter to experimenter, as well as practices to identify values and strengthen our social change ecosystems. Over the past three years, people and organizations around the world have used the framework to respond to the pandemic, express solidarity during the uprisings against anti-Black racism, and support multiracial coalitions struggling for reproductive rights, immigrant and refugee protections, and climate justice. Social Change Now goes well beyond presenting ideas and frameworks. It’s also a practical guide that contains detailed descriptions and real-world examples, reflection prompts (with room to write responses), and accessible tips that can immediately be put into action. Social Change Now is a resource that will accompany individuals and organizations not only in times of crisis, but throughout their lifelong social change journeys to build connected communities and equitable systems in our world.",2022,Deepa Iyer,,North America,Global North,https://thickpress.com/product/social-change-now-a-guide-for-reflection-and-connection/
Thick Press,selfcarefully ,"selfcarefully is a book about care. Written by a group facilitator/self-care coach, selfcarefully consists of 30 vignettes intended to inspire readers to use self-care as a lens for various aspects of living. Vignettes include: self-care and setting boundaries, self-care and soaking grains, self-care and the moon, self-care and racism, self-care and consumerism, self-care and perfectionism, self-care and community, etc. The book also contains excerpts from three interviews about justice-seeking, leadership, and self-care in action.",2022,Gracy Obuchowicz,,North America,Global North,https://thickpress.com/product/selfcarefully-digital-version/
Thick Press,Rehearsing Solidarity: Learning from Mutual Aid,"This zine-book is an artifact of mutual aid organizing by Crown Heights Mutual Aid (CHMA) and Mutual Aid Medford/Somerville (MAMAS) from the beginning of the pandemic until early 2022. It contains transcribed interviews between Mark and mutual aid workers; the transcript of a conversation about food pods, convened by Mark (and sponsored by the Urbano Project) with members of the two mutual aid groups; an article by Lauren Hudson (CHMA member) about solidarity economies and mutual aid, reprinted from a digital publication by the Editorial Collective of Rethinking Marxism; and flyers from CHMA and MAMAS. The texts are interspersed with descriptions and reflections written by Mark, who has been involved with both groups. Important themes include, among others: solidarity, mutuality, needfulness, adaptability, and the role of technology in organizing.",2022,"Mark Anthony, Hernandez Motaghy",,North America,Global North,https://thickpress.com/product/rehearsing-solidarity-learning-from-mutual-aid/
Thick Press,Recuerdos de Nuestro Pasado,"Recuerdos de Nuestro Pasado is a polyphonic memoir about growing up in El Salvador and growing old in Washington, DC. Part oral history, part artist’s book, Recuerdos emerged unexpectedly from a storytelling group at Mary’s Center’s Bernice Fonteneau Senior Wellness Center. Using alternating English-language stanzas, the book expresses the life stories of four senior citizens. Recuerdos includes images of the seniors’ photographs and objects, as well as illustrations by the book designer. Eight narrow pages contain content referencing the collaborative practices that engendered this unusual book-as-object. (The authors have decided to donate all profit, if any, to St. Jude Children’s Hospital.)",2022,"Angela Celaya, Sergio Guzmán,
Jose Lovos, Gloria Revelo, Erin Segal",,North America,Global North,https://thickpress.com/product/recuerdos-de-nuestro-pasado/
Thick Press,"Stages: On dying, working, and feeling","Can care be enacted through art? Inside a cathedral, staff members from a nursing home work with an artist to perform a poetic text about caregiving, loss, and taking the time to feel one’s feelings. In the months leading up to the performance, the artist navigates her twenties—and art and life converge in unexpected ways. Weaving between oral history and poetic prose, Rachel Kauder Nalebuff has created a stirring work of hybrid nonfiction that takes us behind the scenes of artmaking and caregiving. Melding curiosity, humility, playfulness, and self-deprecation, Stages is an inquiry into the work it takes to sustain a meaningful life.",2021,Rachel Kauder Nalebuff,,North America,Global North,https://thickpress.com/product/stages-on-dying-working-and-feeling/
Tofu Stand,A Letter From a Tehran Prison,"This story was written by a Chinese activist/writer about her arrest and detention during the waves of resistance in China in late 2022. To evade censorship, she disguised it as a translation—told through the voice of an Iranian Kurdish woman amid the Woman, Life, Freedom uprising happening at the same time.  After fleeing China, the author reclaimed the story through footnotes—uncovering hidden meanings and restoring its Chinese context. What first read as an Iranian tale became, on re-reading, a coded Chinese narrative. Iran stood as both real and metaphorical—a displaced symbol. The two waves of reading, months apart, became part of the story’s form. This non-nonfiction reveals a paradox: in China, truth must appear as fiction or elsewhere to be told—making the fiction more real than reality itself. Also, the interconnected struggles in different movements are shown through this form of story-telling, manifested a powerful internationalist solidarity. Two years later, the piece was translated back into Persian by an Iranian Kurdish activist. And now, it arrives here, in this zine of tripped, layered languages. ",2025,Wu Qin,"52.5200, 13.4050",Europe,Global North,https://www.instagram.com/p/DNDydoDoLx-/?img_index=1
Tofu Stand,Revolutionary Tofu,"Revolutionary Tofu, through the clue of soy, attempts to resurface the historical threads of Chinese anarchy in the early 20th century and the transnational flow in the making of it, weaves between France and China, from Manchukuo to São Paulo. Revolutionaries from different regions encountered one another in various historical amoments, quietly opening up an alternative path that history might have taken.",2025,Wu Qin,"52.5200, 13.4050",Europe,Global North,https://tofustand.com/tofulogy001
Triple Ampersand &&& Journal,Logiciel: Six Seminars on Computational Reason,"Originating in a series of seminars held at The New Centre for Research & Practice, the book traces developments in cognitive neuroscience, philosophy of mind, logic, mathematics, and computer science, outlining a novel model of computation rooted in topology. Grounded in a spatial theory of types, the topological view marks a departure from received notions of continuity and computability, ushering in a perspectival shift with broad implications. Calling for a reappraisal of Turing orthodoxy—the image of a Universal Machine guided by axiomatic rules—AA Cavia proposes an inferential view of logic enacted by self-supervised agents. In a challenge to the classical account of automata, computation is cast as a theory that emerges from a diagnosis of contingency, leading to new positions on autonomy and automation, interaction and language, realizability and truth. This multidisciplinary text addresses many contemporary debates central to the philosophy of computation, from the simulation hypothesis to singularity, universal learning to the multiple realizability of mind, offering a radically open-ended view of the epistemological limits of AI. In treating computational reason as a distinct form of explanation, a catalytic agent bootstrapping its own logos, the author contributes key insights to a nascent philosophy of intelligence. A marvelous achievement, AA Cavia’s Logiciel is an astute historical investigation which takes as its object the philosophy of computation itself. It brings the premises, frameworks, and implications of the latter into much-needed focus, presenting a novel view and horizon of research through which a genuinely diasporic theory of intelligence emerges.– Reza Negarestani, author of Intelligence & Spirit",2022,AA Cavia,"40.7195, -74.0430",North America,Global North,
Triple Ampersand &&& Journal,What is Grounding?,"What is Grounding? is Gilles Deleuze’s first seminar, and is distinguished in that, rather than taking an author from behind and giving him a child that would be his offspring, yet monstrous, the work focuses instead on the question of grounding, defined both as the sufficient reason for concrete entities, and the point of departure for philosophy, in translator Arjen Kleinherenbrink’s terms. Rather than the foregrounding method, in which human subjective experience remains primary, here Deleuze affirms the centrality of a system, of things and the relations between things. Nothing less than the ur-text for Deleuze’s pre-1970s philosophy, an original sketch of his main themes and problems, which are all present in intensely compacted form . . . What is Grounding? is the only one of Deleuze’s lecture courses to devote itself directly to fundamental philosophical themes, rather than ventriloquising through the ideas of a philosopher of the canon . . . [and] concerns grounding, the great theme of modern philosophy: the starting point, the beginning. How does one begin in philosophy?– Christian Kerslake (Radical Philosophy)",2015,Gilles Deleuze,"40.7195, -74.0430",North America,Global North,
Triple Ampersand &&& Journal,For Machine Use Only: Contemplations On Algorithmic Epistemology,"For Machine Use Only expands on the idea of machinic vision, featuring short texts by a range of thinkers, philosophers and scholars who were asked to contemplate the possibilities and limitations of a world understood and interpreted by algorithmically-driven forms of artificial intelligence. Our increasing reliance on computation requires us to come up with new ways of thinking about automation and its relationship to the politics of knowledge and our knowledge of politics.",2016,Mohammad Salemy,"40.7195, -74.0430",North America,Global North,
